Grattan_record	Symbol	Company	Cost ($m)	Project	Date start	Completion date	Status	Major industry	Sub-industry	State	Employment Construction	Operation	Contact No.	sheet	Start date	Employment Operation	Change 	Total cost	Production date	               Employment Construction	Total cost $m	End date	Major sector	Sub-sector	Ownership	Capacity	Units	Project detail changes	Statistical Division	Lucille_Ownership
8566.0	NA	Leighton Holdings / Macquarie Group	NA	Airport Link - a continuation of the NSBT mainly by tunnel north to Sandgate Road, Gympie Road and the East-West Arterial, linking to Airport Drive. 	NA	NA	Under construction	Transport & Storage	Road	Queensland	NA	NA	402.0	Jun 2010	Late 2008	NA	NA	NA	NA	NA	5600.0	Mid 2012	Engineering	Roads, highways and subdivisions	PPP	NA	NA	May10: Cost increased to $5.6 billion from $4.8 billion.	NA	Public
8566.0	NA	Leighton Holdings / Macquarie Group	NA	Airport Link - a continuation of the NSBT mainly by tunnel north to Sandgate Road, Gympie Road and the East-West Arterial, linking to Airport Drive. 	NA	NA	Under construction	Transport & Storage	Road	Queensland	NA	NA	402.0	Sep 2010	Late 2008	NA	NA	NA	NA	NA	5600.0	Mid 2012	Engineering	Roads, highways and subdivisions	PPP	NA	NA	NA	NA	Public
8566.0	NA	Leighton Holdings / Macquarie Group	NA	Airport Link - a continuation of the NSBT mainly by tunnel north to Sandgate Road, Gympie Road and the East-West Arterial, linking to Airport Drive. 	NA	NA	Under construction	Transport & Storage	Road	Queensland	NA	NA	417.0	Dec 2010	Late 2008	NA	NA	NA	NA	NA	5600.0	Mid 2012	Engineering	Roads, highways and subdivisions	PPP	7.0	km	NA	NA	Public
8566.0	NA	Leighton Holdings / Macquarie Group	NA	Airport Link - a continuation of the NSBT mainly by tunnel north to Sandgate Road, Gympie Road and the East-West Arterial, linking to Airport Drive. 	NA	NA	Under construction	Transport & Storage	Road	Queensland	NA	NA	421.0	Mar 2011	Late 2008	NA	NA	NA	NA	NA	5600.0	Mid 2012	Engineering	Roads, highways and subdivisions	PPP	7.0	km	NA	NA	Public
8566.0	NA	Leighton Holdings / Macquarie Group	NA	Airport Link - a continuation of the NSBT mainly by tunnel north to Sandgate Road, Gympie Road and the East-West Arterial, linking to Airport Drive. 	NA	NA	Under construction	Transport & Storage	Road	Queensland	NA	NA	421.0	Jun 2011	Late 2008	NA	NA	NA	NA	NA	5600.0	Mid 2012	Roads, highways and subdivisions	Engineering	PPP	7.0	km	NA	NA	Public
8566.0	NA	Leighton Holdings / Macquarie Group	NA	Airport Link - a continuation of the NSBT mainly by tunnel north to Sandgate Road, Gympie Road and the East-West Arterial, linking to Airport Drive. 	NA	NA	Under construction	Transport & Storage	Road	Queensland	NA	NA	423.0	Sep 2011	Late 2008	NA	NA	NA	NA	NA	5600.0	Mid 2012	Engineering	Roads, highways and subdivisions	PPP	7.0	km	NA	NA	Public
8566.0	NA	Leighton Holdings / Macquarie Group	NA	Airport Link - a continuation of the NSBT mainly by tunnel north to Sandgate Road, Gympie Road and the East-West Arterial, linking to Airport Drive. 	NA	NA	Under construction	Transport & Storage	Road	Queensland	NA	NA	423.0	Dec 2011	Late 2008	NA	NA	NA	NA	NA	5600.0	Mid 2012	Engineering	Roads, highways and subdivisions	PPP	7.0	km	NA	NA	Public
8566.0	NA	Leighton Holdings / Macquarie Group	NA	Airport Link - a continuation of the NSBT mainly by tunnel north to Sandgate Road, Gympie Road and the East-West Arterial, linking to Airport Drive. 	NA	NA	Under construction	Transport & Storage	Road	Queensland	NA	NA	151.0	Mar 2012	Late 2008	NA	NA	NA	NA	NA	5600.0	Mid 2012	Engineering	Roads, highways and subdivisions	PPP	7.0	km	NA	Brisbane	Public
8566.0	NA	Leighton Holdings / Macquarie Group	NA	Airport Link - a continuation of the NSBT mainly by tunnel north to Sandgate Road, Gympie Road and the East-West Arterial, linking to Airport Drive. 	NA	NA	Under construction	Transport & Storage	Road	Queensland	NA	NA	151.0	Jun 2012	Late 2008	NA	~	NA	NA	NA	4100.0	41122	Engineering	Roads, highways and subdivisions	PPP	7.0	km	May12: Project to complete on or before 20 August 2012. 	Brisbane	Public
8853.0	NA	Qld Rail/ ATEC/ DV Railway/ Ind Funds Manag/ Xstrata Coal/ Anglo Coal	NA	Southern Missing  Rail Link , Wandoan to Theodore (210km)	NA	NA	Possible	Transport & Storage	Rail	Queensland	NA	NA	573.0	Sep 2009	Pre-feasibility study underway	NA	NA	NA	NA	NA	1e3	2011	Engineering	Railways	Private	210.0	km	NA	NA	Public
8853.0	NA	Qld Rail/ ATEC/ DV Railway/ Ind Funds Manag/ Xstrata Coal/ Anglo Coal	NA	Southern Missing  Rail Link , Wandoan to Theodore (210km)	NA	NA	Possible	Transport & Storage	Rail	Queensland	NA	NA	573.0	Dec 2009	Pre-feasibility study underway	NA	NA	NA	NA	NA	1e3	2011	Engineering	Railways	Private	210.0	km	NA	NA	Public
8853.0	NA	Qld Rail/ ATEC/ DV Railway/ Ind Funds Manag/ Xstrata Coal/ Anglo Coal	NA	Southern Missing  Rail Link , Wandoan to Theodore (210km)	NA	NA	Possible	Transport & Storage	Rail	Queensland	NA	NA	573.0	Mar 2010	Pre-feasibility study underway	NA	NA	NA	NA	NA	1e3	2011	Engineering	Railways	Private	210.0	km	NA	NA	Public
8853.0	NA	Qld Rail/ ATEC/ DV Railway/ Ind Funds Manag/ Xstrata Coal/ Anglo Coal	NA	Southern Missing  Rail Link , Wandoan to Theodore (210km)	NA	NA	Possible	Transport & Storage	Rail	Queensland	NA	NA	573.0	Jun 2010	Pre-feasibility study underway	NA	NA	NA	NA	NA	1e3	2011	Engineering	Railways	Private	210.0	km	NA	NA	Public
8853.0	NA	Qld Rail/ ATEC/ DV Railway/ Ind Funds Manag/ Xstrata Coal/ Anglo Coal	NA	Southern Missing  Rail Link , Wandoan to Theodore (210km)	NA	NA	Under consideration	Transport & Storage	Rail	Queensland	NA	NA	573.0	Sep 2010	EIS submitted	NA	~^	NA	NA	NA	1e3	2012	Engineering	Railways	Private	210.0	km	NA	NA	Public
8853.0	NA	Qld Rail/ ATEC/ DV Railway/ Ind Funds Manag/ Xstrata Coal/ Anglo Coal	NA	Southern Missing  Rail Link , Wandoan to Theodore (210km)	NA	NA	Under consideration	Transport & Storage	Rail	Queensland	NA	NA	590.0	Dec 2010	EIS submitted	NA	NA	NA	NA	NA	1e3	2012	Engineering	Railways	Private	210.0	km	NA	NA	Public
8853.0	NA	Qld Rail/ ATEC/ DV Railway/ Ind Funds Manag/ Xstrata Coal/ Anglo Coal	NA	Southern Missing  Rail Link , Wandoan to Theodore (210km)	NA	NA	Under consideration	Transport & Storage	Rail	Queensland	NA	NA	596.0	Mar 2011	EIS submitted	NA	NA	NA	NA	NA	1e3	2012	Engineering	Railways	Private	210.0	km	NA	NA	Public
8853.0	NA	Qld Rail/ ATEC/ DV Railway/ Ind Funds Manag/ Xstrata Coal/ Anglo Coal	NA	Southern Missing  Rail Link , Wandoan to Theodore (210km)	NA	NA	Under consideration	Transport & Storage	Rail	Queensland	NA	NA	596.0	Jun 2011	EIS submitted	NA	NA	NA	NA	NA	1e3	2012	Railways	Engineering	Private	210.0	km	NA	NA	Public
8853.0	NA	Qld Rail/ ATEC/ DV Railway/ Ind Funds Manag/ Xstrata Coal/ Anglo Coal	NA	Southern Missing  Rail Link , Wandoan to Theodore (210km)	NA	NA	Under consideration	Transport & Storage	Rail	Queensland	NA	NA	601.0	Sep 2011	EIS submitted	NA	NA	NA	NA	NA	1e3	2012	Engineering	Railways	Private	210.0	km	NA	NA	Public
8853.0	NA	Qld Rail/ ATEC/ DV Railway/ Ind Funds Manag/ Xstrata Coal/ Anglo Coal	NA	Southern Missing  Rail Link , Wandoan to Theodore (210km)	NA	NA	Under consideration	Transport & Storage	Rail	Queensland	NA	NA	601.0	Dec 2011	EIS submitted	NA	NA	NA	NA	NA	1e3	2012	Engineering	Railways	Private	210.0	km	NA	NA	Public
8853.0	NA	Qld Rail/ ATEC/ DV Railway/ Ind Funds Manag/ Xstrata Coal/ Anglo Coal	NA	Southern Missing  Rail Link , Wandoan to Theodore (210km)	NA	NA	Under consideration	Transport & Storage	Rail	Queensland	NA	NA	230.0	Mar 2012	EIS submitted	NA	NA	NA	NA	NA	1e3	2012	Engineering	Railways	Private	214.0	km	NA	Fitzroy	Public
9208.0	NA	Transport Infrastructure Development Corporation	NA	Reliance Rail PPP  - includes 624 carriages	NA	NA	Under construction	Transport & Storage	Rail	New South Wales	NA	NA	697.0	Mar 2010	2007	NA	NA	NA	NA	NA	3600.0	2013	Machinery and Equipment	NA	PPP	NA	NA	NA	NA	Public
9208.0	NA	Transport Infrastructure Development Corporation	NA	Reliance Rail PPP  - includes 626 carriages	NA	NA	Under construction	Transport & Storage	Rail	New South Wales	NA	NA	697.0	Jun 2010	2007	NA	~	NA	NA	NA	3600.0	2013	Machinery and Equipment	NA	PPP	NA	NA	Jun10: This project is slated to deliver 626 carriages.	NA	Public
9208.0	NA	Transport Infrastructure Development Corporation	NA	Reliance Rail PPP  - includes 626 carriages	NA	NA	Under construction	Transport & Storage	Rail	New South Wales	NA	NA	697.0	Sep 2010	2007	NA	NA	NA	NA	NA	3600.0	2013	Machinery and Equipment	NA	PPP	NA	NA	NA	NA	Public
9208.0	NA	Transport Infrastructure Development Corporation	NA	Reliance Rail PPP  - includes 626 carriages	NA	NA	Under construction	Transport & Storage	Rail	New South Wales	NA	NA	720.0	Dec 2010	2007	NA	NA	NA	NA	NA	3600.0	2013	Machinery and Equipment	NA	PPP	NA	NA	NA	NA	Public
9208.0	NA	Transport Infrastructure Development Corporation	NA	Reliance Rail PPP  - includes 626 carriages	NA	NA	Under construction	Transport & Storage	Rail	New South Wales	NA	NA	726.0	Mar 2011	2007	NA	NA	NA	NA	NA	3600.0	2013	Machinery and Equipment	NA	PPP	NA	NA	NA	NA	Public
9208.0	NA	Transport Infrastructure Development Corporation	NA	Reliance Rail PPP  - includes 626 carriages	NA	NA	Under construction	Transport & Storage	Rail	New South Wales	NA	NA	726.0	Jun 2011	2007	NA	NA	NA	NA	NA	3600.0	2013	NA	Machinery and Equipment	PPP	NA	NA	NA	NA	Public
9208.0	NA	Transport Infrastructure Development Corporation	NA	Reliance Rail PPP  - includes 626 carriages	NA	NA	Under construction	Transport & Storage	Rail	New South Wales	NA	NA	731.0	Sep 2011	2007	NA	NA	NA	NA	NA	3600.0	2013	Machinery and Equipment	NA	PPP	NA	NA	NA	NA	Public
9208.0	NA	Transport Infrastructure Development Corporation	NA	Reliance Rail PPP  - includes 626 carriages	NA	NA	Under construction	Transport & Storage	Rail	New South Wales	NA	NA	731.0	Dec 2011	2007	NA	NA	NA	NA	NA	3600.0	2013	Machinery and Equipment	NA	PPP	NA	NA	NA	NA	Public
9208.0	NA	Transport Infrastructure Development Corporation	NA	Reliance Rail PPP  - includes 626 carriages	NA	NA	Under construction	Transport & Storage	Rail	New South Wales	NA	NA	282.0	Mar 2012	2007	NA	NA	NA	NA	NA	3600.0	2013	Machinery and Equipment	NA	PPP	NA	NA	NA	Sydney	Public
9208.0	NA	Transport Infrastructure Development Corporation	NA	Reliance Rail PPP  - includes 626 carriages	NA	NA	Under construction	Transport & Storage	Rail	New South Wales	NA	NA	282.0	Jun 2012	2007	NA	NA	NA	NA	NA	3600.0	2013	Machinery and Equipment	NA	PPP	NA	NA	NA	Sydney	Public
9208.0	NA	Transport Infrastructure Development Corporation	NA	Reliance Rail PPP  - includes 626 carriages	NA	NA	Under construction	Transport & Storage	Rail	New South Wales	NA	NA	282.0	Sep 2012	2007	NA	NA	NA	NA	NA	3600.0	2013	Machinery and Equipment	NA	PPP	NA	NA	NA	Sydney	Public
9208.0	NA	Transport Infrastructure Development Corporation	NA	Reliance Rail PPP  - includes 626 carriages	NA	NA	Under construction	Transport & Storage	Rail	New South Wales	NA	NA	369.0	Dec 2012	2007	NA	NA	NA	NA	NA	3600.0	2013	Machinery and Equipment	NA	PPP	NA	NA	NA	Sydney	Public
9208.0	NA	Transport Infrastructure Development Corporation	NA	Reliance Rail PPP  - includes 626 carriages	NA	NA	Under construction	Transport & Storage	Rail	New South Wales	NA	NA	381.0	Mar 2013	2007	NA	NA	NA	NA	NA	3600.0	2013	Machinery and Equipment	NA	PPP	NA	NA	NA	Sydney	Public
9208.0	NA	Transport Infrastructure Development Corporation	NA	Reliance Rail PPP  - includes 626 carriages	NA	NA	Under construction	Transport & Storage	Rail	New South Wales	NA	NA	381.0	Jun 2013	2007	NA	NA	NA	NA	NA	3600.0	2014	Machinery and Equipment	NA	PPP	NA	NA	NA	Sydney	Public
9208.0	NA	Transport Infrastructure Development Corporation	NA	Reliance Rail PPP  - includes 626 carriages	NA	NA	Under construction	Transport & Storage	Rail	New South Wales	NA	NA	385.0	Sep 2013	2007	NA	NA	NA	NA	NA	3600.0	2014	Machinery and Equipment	NA	PPP	NA	NA	NA	Sydney	Public
9208.0	NA	Transport Infrastructure Development Corporation	NA	Reliance Rail PPP  - includes 626 carriages	NA	NA	Under construction	Transport & Storage	Rail	New South Wales	NA	NA	385.0	Dec 2013	2007	NA	NA	NA	NA	NA	3600.0	2014	Machinery and Equipment	NA	PPP	NA	NA	NA	Sydney	Public
9208.0	NA	Transport Infrastructure Development Corporation	NA	Reliance Rail PPP  - includes 626 carriages	NA	NA	Under construction	Transport & Storage	Rail	New South Wales	NA	NA	339.0	Mar 2014	2007	NA	NA	NA	NA	NA	3600.0	2014	Machinery and Equipment	NA	PPP	NA	NA	NA	Sydney	Public
9221.0	NA	Sydney Ports Corporation	NA	Development of an intermodal logistics centre , Enfield	NA	NA	Under construction	Transport & Storage	Rail	New South Wales	NA	NA	662.0	Sep 2010	2009	NA	NA	NA	NA	NA	192.0	2011	Non-residential	Transport buildings	PPP	NA	NA	NA	NA	Public
9221.0	NA	Sydney Ports Corporation	NA	Development of an intermodal logistics centre , Enfield	NA	NA	Under construction	Transport & Storage	Rail	New South Wales	NA	NA	684.0	Dec 2010	2009	NA	NA	NA	NA	NA	192.0	2011	Non-residential	Transport buildings	PPP	NA	NA	NA	NA	Public
9221.0	NA	Sydney Ports Corporation	NA	Development of an intermodal logistics centre , Enfield	NA	NA	Under construction	Transport & Storage	Rail	New South Wales	NA	NA	690.0	Mar 2011	2009	NA	NA	NA	NA	NA	192.0	2011	Non-residential	Transport buildings	PPP	NA	NA	NA	NA	Public
9221.0	NA	Sydney Ports Corporation	NA	Development of an intermodal logistics centre , Enfield	NA	NA	Under construction	Transport & Storage	Rail	New South Wales	NA	NA	690.0	Jun 2011	2009	NA	NA	NA	NA	NA	192.0	2011	Transport buildings	Non-residential	PPP	NA	NA	NA	NA	Public
9221.0	NA	Sydney Ports Corporation	NA	Development of an intermodal logistics centre , Enfield	NA	NA	Under construction	Transport & Storage	Rail	New South Wales	NA	NA	695.0	Sep 2011	2009	NA	~	NA	NA	NA	206.0	2016	Non-residential	Transport buildings	PPP	NA	NA	Sep11: Cost estimate increased to $206 million from $192 million.	NA	Public
9221.0	NA	Sydney Ports Corporation	NA	Development of an intermodal logistics centre , Enfield	NA	NA	Under construction	Transport & Storage	Rail	New South Wales	NA	NA	695.0	Dec 2011	2009	NA	NA	NA	NA	NA	206.0	2016	Non-residential	Transport buildings	PPP	NA	NA	NA	NA	Public
9221.0	NA	Sydney Ports Corporation	NA	Development of an intermodal logistics centre , Enfield	NA	NA	Under construction	Transport & Storage	Rail	New South Wales	NA	NA	265.0	Mar 2012	2009	NA	NA	NA	NA	NA	206.0	2016	Non-residential	Transport buildings	PPP	NA	NA	NA	Sydney	Public
9221.0	NA	Sydney Ports Corporation	NA	Development of an intermodal logistics centre , Enfield	NA	NA	Under construction	Transport & Storage	Rail	New South Wales	NA	NA	265.0	Jun 2012	2009	NA	~	NA	NA	NA	233.0	2013	Non-residential	Transport buildings	PPP	NA	NA	Jun12: Project cost is $233 million.	Sydney	Public
9221.0	NA	Sydney Ports Corporation	NA	Development of an intermodal logistics centre , Enfield	NA	NA	Under construction	Transport & Storage	Rail	New South Wales	NA	NA	265.0	Sep 2012	2009	NA	NA	NA	NA	NA	233.0	2013	Non-residential	Transport buildings	PPP	NA	NA	NA	Sydney	Public
9221.0	NA	Sydney Ports Corporation	NA	Development of an intermodal logistics centre , Enfield	NA	NA	Under construction	Transport & Storage	Rail	New South Wales	NA	NA	349.0	Dec 2012	2009	NA	NA	NA	NA	NA	233.0	2013	Non-residential	Transport buildings	PPP	NA	NA	NA	Sydney	Public
9221.0	NA	Sydney Ports Corporation	NA	Development of an intermodal logistics centre , Enfield	NA	NA	Under construction	Transport & Storage	Rail	New South Wales	NA	NA	361.0	Mar 2013	2009	NA	NA	NA	NA	NA	233.0	2013	Non-residential	Transport buildings	PPP	NA	NA	NA	Sydney	Public
9221.0	NA	Sydney Ports Corporation	NA	Development of an intermodal logistics centre , Enfield	NA	NA	Under construction	Transport & Storage	Rail	New South Wales	NA	NA	361.0	Jun 2013	2009	NA	~	NA	NA	NA	300.0	End 2013	Non-residential	Transport buildings	PPP	NA	NA	May13: Cost up to $300. Project on track to be completed by end 2013.	Sydney	Public
9221.0	NA	Sydney Ports Corporation	NA	Development of an intermodal logistics centre , Enfield	NA	NA	Under construction	Transport & Storage	Rail	New South Wales	NA	NA	365.0	Sep 2013	2009	NA	NA	NA	NA	NA	300.0	End 2013	Non-residential	Transport buildings	PPP	NA	NA	NA	Sydney	Public
9221.0	NA	Sydney Ports Corporation	NA	Development of an intermodal logistics centre , Enfield	NA	NA	Under construction	Transport & Storage	Rail	New South Wales	NA	NA	365.0	Dec 2013	2009	NA	NA	NA	NA	NA	300.0	Early 2014	Non-residential	Transport buildings	PPP	NA	NA	NA	Sydney	Public
9221.0	NA	Sydney Ports Corporation	NA	Development of an intermodal logistics centre , Enfield	NA	NA	Under construction	Transport & Storage	Rail	New South Wales	NA	NA	323.0	Mar 2014	2009	NA	NA	NA	NA	NA	300.0	Early 2014	Non-residential	Transport buildings	PPP	NA	NA	NA	Sydney	Public
9221.0	NA	Sydney Ports Corporation	NA	Development of an intermodal logistics centre , Enfield	NA	NA	Under construction	Transport & Storage	Rail	New South Wales	NA	NA	323.0	Jun 2014	2009	NA	NA	NA	NA	NA	300.0	2014	Non-residential	Transport buildings	PPP	NA	NA	NA	Sydney	Public
9221.0	NA	Sydney Ports Corporation	NA	Development of an intermodal logistics centre , Enfield	NA	NA	Under construction	Transport & Storage	Rail	New South Wales	NA	NA	323.0	Sep 2014	2009	NA	NA	NA	NA	NA	300.0	2014	Non-residential	Transport buildings	PPP	NA	NA	NA	Sydney	Public
9221.0	NA	Sydney Ports Corporation	NA	Development of an intermodal logistics centre , Enfield	NA	NA	Under construction	Transport & Storage	Rail	New South Wales	NA	NA	323.0	Dec 2014	2009	NA	~	NA	NA	NA	300.0	Q1 2015	Non-residential	Transport buildings	PPP	NA	NA	Dec 14: End date changed from 2014 to Q1 2015.	Sydney	Public
9721.0	NA	WA Department of Planning and Infrastructure	NA	Construction of a tramline linking East Perth, Subiaco and Crawley	NA	NA	Under consideration	Transport & Storage	Road	Western Australia	NA	NA	745.0	Sep 2009	Feasibility study completed	NA	NA	NA	NA	NA	400.0	NA	Engineering	Roads, highways and subdivisions	Private	NA	NA	NA	NA	Public
9721.0	NA	WA Department of Planning and Infrastructure	NA	Construction of a tramline linking East Perth, Subiaco and Crawley	NA	NA	Under consideration	Transport & Storage	Road	Western Australia	NA	NA	745.0	Dec 2009	Feasibility study completed	NA	NA	NA	NA	NA	400.0	NA	Engineering	Roads, highways and subdivisions	Private	NA	NA	NA	NA	Public
9721.0	NA	WA Department of Planning and Infrastructure	NA	Construction of a tramline linking East Perth, Subiaco and Crawley	NA	NA	Under consideration	Transport & Storage	Road	Western Australia	NA	NA	745.0	Mar 2010	Feasibility study completed	NA	NA	NA	NA	NA	400.0	NA	Engineering	Roads, highways and subdivisions	Private	NA	NA	NA	NA	Public
9721.0	NA	WA Department of Planning and Infrastructure	NA	Construction of a tramline linking East Perth, Subiaco and Crawley	NA	NA	Under consideration	Transport & Storage	Road	Western Australia	NA	NA	745.0	Jun 2010	Feasibility study completed	NA	NA	NA	NA	NA	400.0	NA	Engineering	Roads, highways and subdivisions	Private	NA	NA	NA	NA	Public
9721.0	NA	WA Department of Planning and Infrastructure	NA	Construction of a tramline linking East Perth, Subiaco and Crawley	NA	NA	Under consideration	Transport & Storage	Road	Western Australia	NA	NA	745.0	Sep 2010	Feasibility study completed	NA	NA	NA	NA	NA	400.0	NA	Engineering	Roads, highways and subdivisions	Private	NA	NA	NA	NA	Public
9721.0	NA	WA Department of Planning and Infrastructure	NA	Construction of a tramline linking East Perth, Subiaco and Crawley	NA	NA	Under consideration	Transport & Storage	Road	Western Australia	NA	NA	770.0	Dec 2010	Feasibility study completed	NA	NA	NA	NA	NA	400.0	NA	Engineering	Roads, highways and subdivisions	Private	NA	NA	NA	NA	Public
9721.0	NA	WA Department of Planning and Infrastructure	NA	Construction of a tramline linking East Perth, Subiaco and Crawley	NA	NA	Under consideration	Transport & Storage	Road	Western Australia	NA	NA	776.0	Mar 2011	Feasibility study completed	NA	NA	NA	NA	NA	400.0	NA	Engineering	Roads, highways and subdivisions	Private	NA	NA	NA	NA	Public
9721.0	NA	WA Department of Planning and Infrastructure	NA	Construction of a tramline linking East Perth, Subiaco and Crawley	NA	NA	Under consideration	Transport & Storage	Road	Western Australia	NA	NA	776.0	Jun 2011	Feasibility study completed	NA	NA	NA	NA	NA	400.0	NA	Roads, highways and subdivisions	Engineering	Private	NA	NA	NA	NA	Public
9757.0	NA	SkyCity Casino	NA	Seven-storey underground carparkÿfor the SkyCity Adelaide Casino	NA	NA	Under consideration	Transport & Storage	Road	South Australia	NA	NA	629.0	Sep 2009	Awaiting planning approval	NA	NA	NA	NA	NA	30.0	NA	Non-residential	Transport buildings	Private	NA	NA	NA	NA	Public
9757.0	NA	SkyCity Casino	NA	Seven-storey underground carparkÿfor the SkyCity Adelaide Casino	NA	NA	Under consideration	Transport & Storage	Road	South Australia	NA	NA	629.0	Dec 2009	Awaiting planning approval	NA	NA	NA	NA	NA	30.0	NA	Non-residential	Transport buildings	Private	NA	NA	NA	NA	Public
9757.0	NA	SkyCity Casino	NA	Seven-storey underground carparkÿfor the SkyCity Adelaide Casino	NA	NA	Under consideration	Transport & Storage	Road	South Australia	NA	NA	629.0	Mar 2010	Awaiting planning approval	NA	NA	NA	NA	NA	30.0	NA	Non-residential	Transport buildings	Private	NA	NA	NA	NA	Public
9757.0	NA	SkyCity Casino	NA	Seven-storey underground carparkÿfor the SkyCity Adelaide Casino	NA	NA	Under consideration	Transport & Storage	Road	South Australia	NA	NA	629.0	Jun 2010	Awaiting planning approval	NA	NA	NA	NA	NA	30.0	NA	Non-residential	Transport buildings	Private	NA	NA	NA	NA	Public
9757.0	NA	SkyCity Casino	NA	Seven-storey underground carparkÿfor the SkyCity Adelaide Casino	NA	NA	Under consideration	Transport & Storage	Road	South Australia	NA	NA	629.0	Sep 2010	Awaiting planning approval	NA	NA	NA	NA	NA	30.0	NA	Non-residential	Transport buildings	Private	NA	NA	NA	NA	Public
9757.0	NA	SkyCity Casino	NA	Seven-storey underground carparkÿfor the SkyCity Adelaide Casino	NA	NA	Under consideration	Transport & Storage	Road	South Australia	NA	NA	649.0	Dec 2010	Awaiting planning approval	NA	NA	NA	NA	NA	30.0	NA	Non-residential	Transport buildings	Private	NA	NA	NA	NA	Public
9757.0	NA	SkyCity Casino	NA	Seven-storey underground carparkÿfor the SkyCity Adelaide Casino	NA	NA	Under consideration	Transport & Storage	Road	South Australia	NA	NA	655.0	Mar 2011	Awaiting planning approval	NA	NA	NA	NA	NA	30.0	NA	Non-residential	Transport buildings	Private	NA	NA	NA	NA	Public
9757.0	NA	SkyCity Casino	NA	Seven-storey underground carparkÿfor the SkyCity Adelaide Casino	NA	NA	Under consideration	Transport & Storage	Road	South Australia	NA	NA	655.0	Jun 2011	Awaiting planning approval	NA	NA	NA	NA	NA	30.0	NA	Transport buildings	Non-residential	Private	NA	NA	NA	NA	Public
9757.0	NA	SkyCity Casino	NA	Seven-storey underground carparkÿfor the SkyCity Adelaide Casino	NA	NA	Under consideration	Transport & Storage	Road	South Australia	NA	NA	660.0	Sep 2011	Awaiting planning approval	NA	NA	NA	NA	NA	30.0	NA	Non-residential	Transport buildings	Private	NA	NA	NA	NA	Public
9757.0	NA	SkyCity Casino	NA	Seven-storey underground carparkÿfor the SkyCity Adelaide Casino	NA	NA	Under consideration	Transport & Storage	Road	South Australia	NA	NA	660.0	Dec 2011	Awaiting planning approval	NA	NA	NA	NA	NA	30.0	NA	Non-residential	Transport buildings	Private	NA	NA	NA	NA	Public
9757.0	NA	SkyCity Casino	NA	Seven-storey underground carparkÿfor the SkyCity Adelaide Casino	NA	NA	Under consideration	Transport & Storage	Road	South Australia	NA	NA	250.0	Mar 2012	Awaiting planning approval	NA	NA	NA	NA	NA	30.0	NA	Non-residential	Transport buildings	Private	NA	NA	NA	Adelaide	Public
9757.0	NA	SkyCity Casino	NA	Seven-storey underground carparkÿfor the SkyCity Adelaide Casino	NA	NA	Under consideration	Transport & Storage	Road	South Australia	NA	NA	250.0	Jun 2012	Awaiting planning approval	NA	NA	NA	NA	NA	30.0	NA	Non-residential	Transport buildings	Private	NA	NA	NA	Adelaide	Public
9757.0	NA	SkyCity Casino	NA	Seven-storey underground carpark for the SkyCity Adelaide Casino	NA	NA	Under consideration	Transport & Storage	Road	South Australia	NA	NA	250.0	Sep 2012	Awaiting planning approval	NA	NA	NA	NA	NA	30.0	NA	Non-residential	Transport buildings	Private	NA	NA	NA	Adelaide	Public
9763.0	NA	Australian Transport and Energy Corridor Ltd	NA	Construction of a 350km rail line between Toowoomba,QLD and Moree, NSW	NA	NA	Possible	Transport & Storage	Rail	Unallocated	NA	NA	87.0	Sep 2009	Awaiting planning approvals	NA	NA	NA	NA	NA	900.0	2014	Engineering	Railways	Private	350.0	km	NA	NA	Public
9763.0	NA	Australian Transport and Energy Corridor Ltd	NA	Construction of a 350km rail line between Toowoomba,QLD and Moree, NSW	NA	NA	Possible	Transport & Storage	Rail	Unallocated	NA	NA	87.0	Dec 2009	Awaiting planning approvals	NA	NA	NA	NA	NA	900.0	2014	Engineering	Railways	Private	350.0	km	NA	NA	Public
9763.0	NA	Australian Transport and Energy Corridor Ltd	NA	Construction of a 350km rail line between Toowoomba,QLD and Moree, NSW	NA	NA	Possible	Transport & Storage	Rail	Unallocated	NA	NA	87.0	Mar 2010	Awaiting planning approvals	NA	NA	NA	NA	NA	900.0	2014	Engineering	Railways	Private	350.0	km	NA	NA	Public
9763.0	NA	Australian Transport and Energy Corridor Ltd	NA	Construction of a 350km rail line between Toowoomba,QLD and Moree, NSW	NA	NA	Possible	Transport & Storage	Rail	Unallocated	NA	NA	87.0	Jun 2010	Awaiting planning approvals	NA	NA	NA	NA	NA	900.0	2014	Engineering	Railways	Private	350.0	km	NA	NA	Public
9763.0	NA	Australian Transport and Energy Corridor Ltd	NA	Construction of a 350km rail line between Toowoomba,QLD and Moree, NSW	NA	NA	Possible	Transport & Storage	Rail	Unallocated	NA	NA	87.0	Sep 2010	Awaiting planning approvals	NA	NA	NA	NA	NA	900.0	2014	Engineering	Railways	Private	350.0	km	NA	NA	Public
9763.0	NA	Australian Transport and Energy Corridor Ltd	NA	Construction of a 350km rail line between Toowoomba,QLD and Moree, NSW	NA	NA	Possible	Transport & Storage	Rail	Unallocated	NA	NA	91.0	Dec 2010	Awaiting planning approvals	NA	NA	NA	NA	NA	900.0	2014	Engineering	Railways	Private	350.0	km	NA	NA	Public
